fileName, Precision, Recall, F-Measure
US-2001020960-A1.txt, 0.2727272727272727, 0.5, 0.3529411764705882
US-2002017213-A1.txt, 0.27358490566037735, 0.725, 0.39726027397260266
US-2003038135-A1.txt, 0.3333333333333333, 0.631578947368421, 0.4363636363636363
US-2003091549-A1.txt, 0.13402061855670103, 0.38235294117647056, 0.1984732824427481
US-2003156410-A1.txt, 0.3135593220338983, 0.6379310344827587, 0.4204545454545455
US-2004133365-A1.txt, 0.2357142857142857, 0.5689655172413793, 0.3333333333333333
US-2004217534-A1.txt, 0.11458333333333333, 0.6111111111111112, 0.19298245614035084
US-2004248735-A1.txt, 0.11842105263157894, 0.375, 0.18
US-2005056666-A1.txt, 0.1702127659574468, 0.6956521739130435, 0.27350427350427353
US-2005154270-A1.txt, 0.21487603305785125, 0.3880597014925373, 0.2765957446808511
US-2005222421-A1.txt, 0.3047619047619048, 0.47058823529411764, 0.3699421965317919
US-2006021890-A1.txt, 0.3368421052631579, 0.6037735849056604, 0.43243243243243246
US-2006030807-A1.txt, 0.23741007194244604, 0.6111111111111112, 0.3419689119170985
US-2006135604-A1.txt, 0.125, 0.4444444444444444, 0.1951219512195122
US-2006292232-A1.txt, 0.10218978102189781, 0.42424242424242425, 0.16470588235294115
US-2007011850-A1.txt, 0.19607843137254902, 0.6666666666666666, 0.30303030303030304
US-2007052135-A1.txt, 0.2619047619047619, 0.5689655172413793, 0.3586956521739131
US-2007278143-A1.txt, 0.1875, 0.42105263157894735, 0.2594594594594595
US-2008051834-A1.txt, 0.18811881188118812, 0.4418604651162791, 0.2638888888888889
US-2008080665-A1.txt, 0.12037037037037036, 0.7222222222222222, 0.20634920634920634
US-2008138146-A1.txt, 0.25274725274725274, 0.5476190476190477, 0.3458646616541353
US-2008213223-A1.txt, 0.29357798165137616, 0.5, 0.3699421965317919
US-2008237246-A1.txt, 0.15625, 0.5813953488372093, 0.2463054187192118
US-2009078732-A1.txt, 0.2158273381294964, 0.5357142857142857, 0.3076923076923077
US-2009120762-A1.txt, 0.3359375, 0.7818181818181819, 0.46994535519125685
US-2009259137-A1.txt, 0.20353982300884957, 0.4791666666666667, 0.2857142857142857
US-2010047346-A1.txt, 0.06779661016949153, 0.25, 0.10666666666666667
US-2010195228-A1.txt, 0.2711864406779661, 0.64, 0.38095238095238093
US-2010224315-A1.txt, 0.3464566929133858, 0.6567164179104478, 0.4536082474226804
US-2011067995-A1.txt, 0.175, 0.4883720930232558, 0.2576687116564417
US-2011089669-A1.txt, 0.2815533980582524, 0.6590909090909091, 0.39455782312925164
US-2011104060-A1.txt, 0.23387096774193547, 0.3717948717948718, 0.2871287128712871
US-2011107480-P1.txt, 0.18181818181818182, 0.3, 0.22641509433962262
US-2011292344-A1.txt, 0.2743362831858407, 0.7380952380952381, 0.4
US-2012251619-A1.txt, 0.15254237288135594, 0.5, 0.23376623376623376
US-2013101728-A1.txt, 0.2727272727272727, 0.48, 0.34782608695652173
US-2014115800-A1.txt, 0.17391304347826086, 0.3137254901960784, 0.22377622377622378
US-2014138107-A1.txt, 0.27350427350427353, 0.48484848484848486, 0.34972677595628415
US-2014183166-A1.txt, 0.2824427480916031, 0.4805194805194805, 0.3557692307692308
US-2015374999-A1.txt, 0.2545454545454545, 0.4666666666666667, 0.32941176470588235
US-2016001341-A1.txt, 0.29285714285714287, 0.7735849056603774, 0.42487046632124353
US-2016038869-A1.txt, 0.1951219512195122, 0.7272727272727273, 0.3076923076923077
US-2016075041-A1.txt, 0.2222222222222222, 0.6842105263157895, 0.3354838709677419
US-2016114776-A1.txt, 0.20833333333333334, 0.6818181818181818, 0.3191489361702128
US-2016265333-A1.txt, 0.14285714285714285, 0.5263157894736842, 0.2247191011235955
US-2017165901-A1.txt, 0.2818181818181818, 0.49206349206349204, 0.3583815028901734
US-2018001633-A1.txt, 0.13986013986013987, 0.4, 0.20725388601036274
US-4135327-A.txt, 0.4108527131782946, 0.7162162162162162, 0.5221674876847291
US-4141359-A.txt, 0.3671875, 0.3949579831932773, 0.3805668016194332
US-4160554-A.txt, 0.20930232558139536, 0.6, 0.3103448275862069
US-4172038-A.txt, 0.308411214953271, 0.532258064516129, 0.3905325443786982
US-4173219-A.txt, 0.25196850393700787, 0.6274509803921569, 0.3595505617977528
US-4256051-A.txt, 0.1901840490797546, 0.6326530612244898, 0.2924528301886793
US-4294399-A.txt, 0.26495726495726496, 0.6078431372549019, 0.36904761904761907
US-4357188-A.txt, 0.31313131313131315, 0.5740740740740741, 0.40522875816993464
US-4399888-A.txt, 0.17486338797814208, 0.6666666666666666, 0.27705627705627706
US-4463265-A.txt, 0.256198347107438, 0.5254237288135594, 0.34444444444444444
US-4475651-A.txt, 0.14655172413793102, 0.6071428571428571, 0.2361111111111111
US-4476665-A.txt, 0.2184873949579832, 0.48148148148148145, 0.30057803468208094
US-4547382-A.txt, 0.11627906976744186, 0.5357142857142857, 0.19108280254777069
US-4684121-A.txt, 0.1796875, 0.575, 0.2738095238095238
US-4726447-A.txt, 0.22916666666666666, 0.5238095238095238, 0.3188405797101449
US-4731250-A.txt, 0.296551724137931, 0.48314606741573035, 0.3675213675213675
US-4978134-A.txt, 0.17757009345794392, 0.5757575757575758, 0.2714285714285714
US-4993288-A.txt, 0.30327868852459017, 0.5211267605633803, 0.38341968911917096
US-5028057-A.txt, 0.35294117647058826, 0.631578947368421, 0.45283018867924535
US-5142296-A.txt, 0.3050847457627119, 0.6206896551724138, 0.40909090909090906
US-5149014-A.txt, 0.27906976744186046, 0.7346938775510204, 0.4044943820224719
